id,score,label
tt0094602,0.27547870231369903,0
tt0488120,0.7382191813666847,0
tt0099165,0.7983429649461005,0
tt0371724,0.23695621519478827,0
tt0372784,0.39332320247066693,0
tt0113189,0.3043432723517306,0
tt0118971,0.39332320247066693,0
tt0088146,0.5584838790156262,1
tt0113243,0.11743688745745028,0
tt1046947,0.6619909090208066,0
tt1201607,0.4774806868627751,0
tt1130080,0.5884777889226586,0
tt0040636,0.2163754254259295,1
tt0220506,0.23384207683553948,0
tt0113198,0.25971204556500993,0
tt0266489,0.5884777889226586,0
tt0132910,0.39332320247066693,0
tt1045772,0.740627500529672,0
tt0076759,0.3414177915151605,1
tt0815236,0.4640938068237396,0
tt0117891,0.2829184765100361,0
tt0118956,0.1242910509592645,0
tt0118884,0.2688180449048629,0
tt0103644,0.38711923570281936,0
tt0086122,0.469569381419371,0
tt0108200,0.5042035444442104,0
tt0113497,0.26373679294969804,0
tt0387877,0.2687524796458719,0
tt0303593,0.42033132811800966,0
tt0099892,0.5584838790156262,0
tt0094721,0.4051120092779632,0
tt0305206,0.7579657494815455,1
tt0253474,0.6797411620989161,1
tt1212419,0.3028143443769513,0
tt0369339,0.4233274136609065,0
tt0293508,0.7983429649461005,0
tt1231277,0.4557866503460661,0
tt0120812,0.32162879484902124,0
tt0106598,0.0742921159056729,0
tt0109288,0.14905138943187704,0
tt0468569,0.46979485323475995,0
tt0335119,0.6407581832183583,0
tt0116695,0.7382191813666847,1
tt0113253,0.23384207683553948,0
tt0114709,0.17584327737459823,1
tt1193138,0.4323591328734498,1
tt0359013,0.10959632702224849,0
tt0070379,0.5584838790156262,0
tt1615147,0.469569381419371,1
tt0102975,0.22162042342931157,0
tt0102494,0.740627500529672,0
tt0027996,0.7382191813666847,1
tt0974661,0.7382191813666847,0
tt0175142,0.5763322743793459,0
tt0114436,0.7382191813666847,0
tt0056412,0.4323591328734498,0
tt0118842,0.2687524796458719,0
tt1216492,0.4323591328734498,0
tt0096446,0.23384207683553948,0
tt0111280,0.47336842943804647,0
tt2347569,0.4640938068237396,0
tt0119488,0.5782063826925066,1
tt0246578,0.3397587541483951,0
tt0368447,0.23384207683553948,0
tt0088847,0.348635406878465,0
tt0050083,0.6593828816886255,1
tt1037705,0.5884777889226586,0
tt0096895,0.47336842943804647,0
tt0338526,0.24698013462447552,0
tt0166276,0.4557866503460661,0
tt0404390,0.27547870231369903,0
tt0199753,0.23384207683553948,0
tt0035423,0.20911545260522887,0
tt0914837,0.7943454972042555,0
tt0178868,0.23384207683553948,0
tt0095765,0.8359793937399417,1
tt0338751,0.6593828816886255,1
tt0454082,0.47680854012230894,0
tt0074958,0.7983429649461005,1
tt0157503,0.25971204556500993,0
tt0082348,0.2849122364348926,0
tt1440728,0.6538252430329179,0
tt0096438,0.47309383272583966,0
tt0124298,0.4233274136609065,0
tt0099785,0.4640938068237396,0
tt0091875,0.3043432723517306,0
tt0120591,0.10271192505744146,0
tt0120915,0.29767449789117045,0
tt0097742,0.5490079068623981,0
tt0100403,0.10959632702224849,0
tt0111686,0.36274730922858395,0
tt0840361,0.2687524796458719,0
tt1229822,0.7285508650003899,0
tt0091369,0.6228682613781121,0
tt0074812,0.22162042342931157,0
tt0053604,0.3434063857555399,1
tt1002561,0.685754650455234,0
tt0120188,0.4323591328734498,0
tt0436697,0.47680854012230894,1
tt0077416,0.5584838790156262,1
tt0108330,0.5884777889226586,0
tt0278504,0.348635406878465,0
tt0079945,0.20464497757034003,0
tt0780504,0.27547870231369903,0
tt0862846,0.6222573632756768,0
tt0086190,0.32927505164848786,0
tt0095016,0.3793740254522085,0
tt0349903,0.4233274136609065,0
tt1502404,0.28488778448830027,0
tt0399295,0.5976536750989482,0
tt0101889,0.6228682613781121,1
tt0057012,0.3397587541483951,1
tt0077405,0.348635406878465,0
tt0091167,0.7261950298578992,1
tt0258153,0.6295175090529026,0
tt0113101,0.3051406665566086,0
tt0978759,0.6797411620989161,1
tt0119381,0.6797411620989161,0
tt0093177,0.5132364740791461,0
tt0099871,0.7739515804214087,0
tt0479884,0.44411558970033627,0
tt0977855,0.5646308875904923,0
tt1441326,0.6619909090208066,0
tt0415306,0.5197781545772248,0
tt1234654,0.3846598511584469,0
tt0111282,0.2973383041630866,0
tt0213149,0.46770085162745095,0
tt0389790,0.6010501341269169,0
tt0093209,0.6366733760970861,1
tt0775529,0.5584838790156262,1
tt0097428,0.4774806868627751,0
tt0104155,0.3397587541483951,0
tt0102266,0.4285073242654446,0
tt0765443,0.7382191813666847,0
tt0417217,0.4323591328734498,0
tt0498399,0.5496134769176246,0
tt1866249,0.7381670995924837,0
tt0795438,0.41617792016778804,0
tt1570728,0.37736284605702275,0
tt0079817,0.6797411620989161,0
tt0105128,0.3028143443769513,0
tt0180093,0.7285508650003899,0
tt0025316,0.2687524796458719,1
tt1853739,0.3043432723517306,0
tt0206275,0.7285508650003899,0
tt0183790,0.4640938068237396,0
tt1315981,0.5884777889226586,0
tt0423977,0.7382191813666847,0
tt0315327,0.382264429512212,0
tt0096754,0.11281152848793986,0
tt0056923,0.46770085162745095,0
tt1010048,0.7700004241396785,1
tt0086393,0.37585142571850283,0
tt0055824,0.44411558970033627,0
tt0098724,0.5646308875904923,1
tt0099044,0.37736284605702275,0
tt0146336,0.469569381419371,0
tt0087050,0.23384207683553948,0
tt0049730,0.503021893636323,0
tt0320691,0.10959632702224849,0
tt0119173,0.7285508650003899,0
tt0143145,0.4285073242654446,0
tt1074638,0.4233274136609065,0
tt0101272,0.12111267512131546,0
tt0276816,0.5508412413078198,0
tt0175526,0.2874028392971824,0
tt0890870,0.22162042342931157,0
tt0159365,0.7382191813666847,0
tt0054240,0.0742921159056729,0
tt0486822,0.3434063857555399,0
tt0475394,0.32162879484902124,0
tt0215545,0.4521037008441606,0
tt0403407,0.28488778448830027,0
tt0903624,0.4051120092779632,0
tt0351977,0.6797411620989161,0
tt0167190,0.4051120092779632,0
tt0057076,0.4233274136609065,0
tt1521197,0.6228682613781121,0
tt0333766,0.740627500529672,0
tt1045670,0.6593828816886255,1
tt0104797,0.5584838790156262,0
tt0120603,0.468553259233195,0
tt0118583,0.22162042342931157,0
tt0120082,0.3015472948224023,0
tt0120347,0.3542535868359738,0
tt0111503,0.38711923570281936,0
tt1001526,0.10969383309286565,0
tt0110478,0.348635406878465,0
tt0108160,0.5646308875904923,1
tt0106303,0.3211278821762935,0
tt0808151,0.48426255228215337,0
tt0091419,0.15498573122872872,0
tt0240510,0.6538252430329179,0
tt0338963,0.10959632702224849,0
tt0084522,0.263123163876168,0
tt0976051,0.7983429649461005,1
tt0115964,0.7355875575007035,0
tt0078841,0.5884777889226586,0
tt0277027,0.7382191813666847,0
tt0088933,0.1520061114812713,0
tt0090329,0.5884777889226586,1
tt0371246,0.5584838790156262,0
tt0307479,0.4557866503460661,0
tt0343818,0.23384207683553948,0
tt0829193,0.43200963939995496,0
tt0119567,0.23384207683553948,0
tt1228987,0.20464497757034003,0
tt0082509,0.31044170426304446,0
tt1981677,0.4794874972629206,0
tt1186367,0.42597176696826583,0
tt0190332,0.46344549665653406,1
