id,score,label
tt0094602,-10.888036676451915,0
tt0488120,-10.662047331069541,0
tt0099165,-10.661505601494543,0
tt0371724,-10.661991570209384,0
tt0372784,-10.660636877661537,0
tt0113189,-10.88551939462794,0
tt0118971,-10.660430575780364,0
tt0088146,-10.624527105479496,1
tt0113243,-10.887392785263525,0
tt1046947,-10.66075983724697,0
tt1201607,-10.645826013551497,0
tt1130080,-10.661054617017006,0
tt0040636,-10.888571059238673,1
tt0220506,-10.888949404243883,0
tt0113198,-10.887768283402702,0
tt0266489,-10.661172685510417,0
tt0132910,-10.647366732595028,0
tt1045772,-10.658633493911672,0
tt0076759,-10.660910554404078,1
tt0815236,-10.888347211475029,0
tt0117891,-10.889573990563653,0
tt0118956,-10.88609210472237,0
tt0118884,-10.661413419904777,0
tt0103644,-10.66176119060898,0
tt0086122,-10.885641078621715,0
tt0108200,-10.8887477354114,0
tt0113497,-10.660414153872155,0
tt0387877,-10.88725974959309,0
tt0303593,-10.660365080627507,0
tt0099892,-10.661274660228688,0
tt0094721,-10.663167361295375,0
tt0305206,-10.660073920166026,1
tt0253474,-10.660636145750358,1
tt1212419,-10.661085604242347,0
tt0369339,-10.66206369008361,0
tt0293508,-10.66300370860509,0
tt1231277,-10.661561595557277,0
tt0120812,-10.88778076127393,0
tt0106598,-10.887996393100737,0
tt0109288,-10.66062366522108,0
tt0468569,-10.66261924256099,0
tt0335119,-10.658641349653426,0
tt0116695,-10.661258199816974,1
tt0113253,-10.888537394637684,0
tt0114709,-10.662003021669184,1
tt1193138,-10.661610066883688,1
tt0359013,-10.66180838834333,0
tt0070379,-10.88870781272023,0
tt1615147,-10.886176534324996,1
tt0102975,-10.660942598766752,0
tt0102494,-10.660617969325882,0
tt0027996,-10.629276274241189,1
tt0974661,-10.661159239741496,0
tt0175142,-10.887620102300994,0
tt0114436,-10.886411574835996,0
tt0056412,-10.919357711800794,0
tt0118842,-10.903843570197106,0
tt1216492,-10.887272870895584,0
tt0096446,-10.887383345778895,0
tt0111280,-10.66011194994272,0
tt2347569,-10.904351214429406,0
tt0119488,-10.66286647162606,1
tt0246578,-10.65961075754848,0
tt0368447,-10.661249674481502,0
tt0088847,-10.902234896710764,0
tt0050083,-10.662093994948329,1
tt1037705,-10.660747088612919,0
tt0096895,-10.64890059410201,0
tt0338526,-10.901976179735852,0
tt0166276,-10.660672238307455,0
tt0404390,-10.888271078482727,0
tt0199753,-10.887592363120463,0
